PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,DIRECCION,TIPO-NUM,CODIGO-POSTAL,COD-BARRIO,BARRIO,WIKIDATA_BARRIO,COD-DISTRITO,DISTRITO,WIKIDATA_DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO
5896013,Jardines de El Buen Retiro,"Jardín Histórico Artístico creado en el siglo XVII. Es la zona verde más importante del centro urbano, tanto por su extensión como por su riqueza vegetal. La diversidad de sus trazados corresponde con las intervenciones realizadas a lo largo de sus diferentes etapas históricas. Destacan el Parterre de estilo francés; el Estanque Grande, las Rías y Lagos artificiales; el Campo Grande de estilo paisajista donde se ubican los Palacios de Velázquez y Cristal; los jardines de Cecilio Rodríguez caracterizado por sus cipreses recortados, setos de boj y pérgolas y la Rosaleda; los jardines de los Planteles formados por cuadros de bosquetes delimitados por setos y el Bosque del Recuerdo. Este parque se incluye entre las visitas recomendadas a turistas que visitan la ciudad, según la web oficial de turismo de Madrid.  Otras denominaciones: Parque del Retiro. El Retiro","Horario del parque    Primavera y verano (de abril a septiembre): desde las 6 hasta las 24 h.  Otoño e invierno (de octubre a marzo): desde las 6 hasta las 22 h.    Horario de las áreas caninas    Desde las 7:00 h hasta el cierre del parque.  Para labores puntuales de mantenimiento o reparaciones, se cerrará parcialmente el área, permitiendo el paso por una de las dos puertas a la zona que quede libre de la actuación.Se instalarán carteles para informar de estos periodos de cierre parcial del espacio con 24 h de antelación a su comienzo.","Zonas infantiles:  Zona del Pinar (Puerta del Ángel Caído) Campanillas Bajas (Puerta de España) Povar (Puerta de la Independencia) Hernani (Puerta de la Independencia) Plaza de Galicia (Puerta de Madrid) Plaza Sevilla (Puerta de América Española) Florida Park (Puerta de Reina Mercedes) Antigua Junta de Distrito (Puerta de Sainz  Baranda) Jardines de Herrero Palacios Campo Grande La Cabaña (Puerta de Mariano de Cavia) Paseo Coches, a la altura del Instituto Meteorológico  Zonas de mayores:  Paseo Coches, a la altura de Puerta de América Española Paseo Coches, a la altura del Instituto Meteorológico  Zonas caninas:  Entrada por Puerta de Mariano de Cavia  Instalaciones deportivas:  El Pinar (Puerta del Ángel Caído) Huerto Francés (Puerta del Ángel Caído)  Puntos de información ambiental:  Acceso por  C/ O&amp;acute;Donnell, 1. Acceso por la Puerta del Niño Jesús.  C/ Alfonso XII, junto a instalaciones deportivas.  Otros:  P: Viveros de Estufas - Plaza del Ángel Caído Q: Teatro de Títeres, entrada por Plaza de la Independencia R: Embarcadero, entrada por Plaza de la Independencia S: Casita de la Cabaña, entrada por Puerta de Mariano de Cavia","Metro: Retiro (línea 2), Príncipe de Vergara (líneas 2 y 9), Ibiza (línea 9), Atocha (línea 1), Atocha. Renfe (línea 1) Autobuses: 1, 2, 9, 14, 15, 19, 20, 26, 28, 32, 51, 52, 61, 63, 74, 146, 152, 202, C  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.","Conservación: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad   Superficie: 1.177.300 m2     Zona verde del Retiro: 113, 76 hectáreas Viveros Estufas del Retiro: 3,23 hectáreas Talleres Estufas del Retiro: 0,74 hectáreas    % Especies predominantes (nombre común) con respecto a especies principales:  Árboles.  N&amp;ordm; total de unidades arbóreas: 19.859Platano de sombra 4%Pino piñonero 3% Arbustos. N&amp;ordm; total de unidades arbustivas: 7.922Madroño 3%Lauro 5%Durillo 16% Macizos arbustivos. Superficie de macizos arbustivos: 27.450 m2  Rosal 13%Abelia 15%Enebro 5%",Instalación parcialmente accesible para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=499561945d9ec210VgnVCM2000000c205a0aRCRD,PLAZA INDEPENDENCIA 7,V,28001.0,5.0,Jerónimos,https://wikidata.org/entity/Q10306766,3.0,Retiro,https://wikidata.org/entity/Q2002296,441640.0,4474563.0,40.4196408741276,-3.68793370943788,915 744 024 (taquillas embarcadero) / 915 280 938 (Vivero de Estufas. Visitas guiadas previa cita) / 91 376 91 97 (Centro de Información y Educación Ambiental),,ParquesJardines/ParquesHistoricos
5900261,Comisaría de Policía y Oficina de Tramitación del DNI y Pasaporte (Usera),,"Comisaría:  Ininterrunpido.   DNI y Pasaporte: Lunes a viernes de 9 a 14:30 horas. Con Cita Previa.  Los horarios puede sufrir modificaciones puntuales, confirmar en el siguiente enlace.",,"Bus: 6, 60, 81  Metro: Usera (línea 6)",Denuncias:  pueden presentarse  en la página web de la Dirección General de Policía  y en comisaría.,"Accesible,Bucle de inducción magnético",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=acd07b86c030d210VgnVCM2000000c205a0aRCRD,CALLE PRIMITIVA GA&amp;Ntilde;AN 6,V,28026.0,7.0,Pradolongo,https://wikidata.org/entity/Q10352360,12.0,Usera,https://wikidata.org/entity/Q953368,439794.0,4470255.0,40.3807116627293,-3.70926512624741,060 (DNI y pasaporte e información general) / 913 921 600 (Comisaría),,OficinasDNIPasaporte
5900366,Escuela de Tiempo Libre Masi,,,,"Bus: 17, 25",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=41a57b86c030d210VgnVCM2000000c205a0aRCRD,CALLE VIA CARPETANA 180,V,28047.0,1.0,Los Cármenes,https://wikidata.org/entity/Q10319792,10.0,Latina,https://wikidata.org/entity/Q794954,437485.0,4472133.0,40.3974592920935,-3.73665420455038,912 909 940 / 690 885 553,escuela@somosmasi.com,CentrosEscuelasTiempoLibre
5900953,Escuela de Tiempo Libre ISE-JCMadrid,,,,Metro: Eugenia de Montijo (línea 5)  Bus: 17,,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7173c25ab930d210VgnVCM2000000c205a0aRCRD,CALLE OCA&amp;Ntilde;A 14,V,28047.0,4.0,Aluche,https://wikidata.org/entity/Q31140,10.0,Latina,https://wikidata.org/entity/Q794954,435963.0,4470646.0,40.3839465708095,-3.75444069396278,915 258 956,etl@jcmadrid.com,CentrosEscuelasTiempoLibre
5901006,Escuela de Tiempo Libre Francisco Giner de los Ríos,,,,"Metro: Iglesia (línea 1)  Bus: 16, 5, 61, 3, 37  Bicimad: Estación 125 (calle Fernández de la Hoz, 29)",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ddb8cce8aa30d210VgnVCM2000000c205a0aRCRD,PASEO GENERAL MARTINEZ CAMPOS 14,V,28010.0,4.0,Almagro,https://wikidata.org/entity/Q10954432,7.0,Chamberí,https://wikidata.org/entity/Q1763370,440899.0,4476259.0,40.4348760167018,-3.69681365195838,914 460 197,escuelatiempolibre@fundacionginer.org,CentrosEscuelasTiempoLibre
5901083,Escuela de Tiempo Libre Jeímaros,,,,"Metro: Alvarado (línea 1), Cuatro Caminos (líneas 1, 2 y 6)  Bus: 124, 128, 3, 64, 66, 127, F  Bicimad: Estación 204 (doctor Santero, 1)",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70afcce8aa30d210VgnVCM2000000c205a0aRCRD,CALLE ALMANSA 15,V,28039.0,1.0,Bellas Vistas,https://wikidata.org/entity/Q11908929,6.0,Tetuán,https://wikidata.org/entity/Q1773540,440217.0,4477796.0,40.4486732299819,-3.70499864327318,644 675 743,escuelatiempolibre@jeimaros.es,CentrosEscuelasTiempoLibre
5901363,Escuela de Tiempo Libre Magni,,,,Metro: Buenos Aires (línea 1)  Bus: 54,,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9cbc49cbec30d210VgnVCM2000000c205a0aRCRD,CALLE HUMANES 3,V,28038.0,5.0,Portazgo,https://wikidata.org/entity/Q18005921,13.0,Puente de Vallecas,https://wikidata.org/entity/Q2003054,444880.0,4471822.0,40.3951783421779,-3.64949530487102,910 171 434 / 620 296 413,etlmagni@gmail.com,CentrosEscuelasTiempoLibre
5901381,Escuela de Tiempo Libre YMCA,,,,Bus: 108  Metro: San Francisco (línea 11),,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=776049cbec30d210VgnVCM2000000c205a0aRCRD,CALLE ALBA DE TORMES 10,V,28025.0,5.0,Puerta Bonita,https://wikidata.org/entity/Q3813762,11.0,Carabanchel,https://wikidata.org/entity/Q1001991,436857.0,4469961.0,40.3778440163252,-3.74384116092504,915 251 676 / 916 896 046,eatl@ymca.es,CentrosEscuelasTiempoLibre
5902219,Escuela Superior de Publicidad,Centro Privado de Formación Profesional Específica.,,,"Metro: Bilbao (líneas 1, 4), Tribunal (líneas 1, 10) Bus: 3, 21, 37, 40, 149",Enseñanzas impartidas   Formación profesional grado superior:   Desarrollo de aplicaciones web Gestión comercial y marketing,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0c6ed0ef180d210VgnVCM1000000b205a0aRCRD,CALLE CHURRUCA 14,V,28004.0,4.0,Justicia,https://wikidata.org/entity/Q1992319,1.0,Centro,https://wikidata.org/entity/Q1763376,440541.0,4475472.0,40.427751837938,-3.70096053811618,915 229 435,minsausti@viaformacion.com,CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados
5906502,Comisaría de Educación Vial,,De lunes a domingo de 7 a 23 horas,,"Metro:  Pavones Bus:  8 , 30, 32, 71, 100, 140, 142 y 144.",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fd465915aa21d210VgnVCM1000000b205a0aRCRD,CALLE LUIS DE HOYOS SAINZ 49,V,28030.0,1.0,Pavones,https://wikidata.org/entity/Q71760,14.0,Moratalaz,https://wikidata.org/entity/Q2076109,446620.0,4472390.0,40.400399516567,-3.62905288043343,"913 016 475    
913 016 688    
913 016 477",educacionvial@madrid.es,
5912581,Centro Municipal de Mayores Eduardo Minguito,,"Lunes a domingos y festivos, de 9 a 21 horas. Cerrado el 25 de diciembre y 1 y 25 enero.","Se ofrecen servicios de dinamización y servicio de prevención de la dependencia con actividades de terapia ocupacional y físico deportivas, podología, biblioteca, cafetería y comedor, aula de informática y talleres de nuevas tecnologías, actividades lúdicas, intergeneracionales, artísticas, manuales y culturales, juegos de mesa, excursiones y viajes. Zona wifi.","Metro: Villaverde Bajo Cruce  Bus: 59, 79, 85, 123","Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.",Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=603ff860f205d210VgnVCM2000000c205a0aRCRD,CALLE LEONOR GONGORA 62,V,28021.0,4.0,Los Rosales,https://wikidata.org/entity/Q10319807,17.0,Villaverde,https://wikidata.org/entity/Q919536,441690.0,4466671.0,40.3485602782779,-3.68660065529568,917 109 814,,CentrosAtencionSocialMayores/CentrosMayores
5918577,Parque de Las Cruces,"Parque de unas 45 hectáreas de extensión y de estilo paisajista, que está situado entre los distritos de Latina y Carabanchel. Contiene grupos de arbolado de diversas especies como pinos, cedros, cipreses, arces, chopos, almeces, etc., así como arbustos, zonas de rosas y amplias áreas de pradera. En su equipamiento destaca un amplio auditorio al aire libre, con capacidad para unos 3.000 espectadores. Dispone también de quiosco de bebidas, pistas deportivas, campo de fútbol, zonas infantiles y áreas biosaludables. Frente al auditorio se sitúa un amplio estanque al que vierte una estrecha ría que recorre una zona del parque.",,Zonas infantiles Instalaciones deportivas Kiosco Carril-bici Pistas de petanca,"Metro: Aluche (línea 5) Bus: 17, 117, 121, 131, 139, 155 Renfe: Aluche  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.","Conservación: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.   Superficie: 451.973,23 m2   % Especies predominantes (nombre común) con respecto a especies principales:  Árboles.  N&amp;ordm; total de unidades arbóreas: 3.868Plátano de sombra 18%Arce 15%Acacia de tres espinas 9%Ciruelo rojo 8% Arbustos. N&amp;ordm; total de unidades arbustivas: 58Palo loro 36%Evónimo 16%Biota 9% Macizos arbustivos. Superficie de macizos arbustivos: 30.116 m2 Esquimia 6%Aligustre del Japón 4%Espino de fuego 12%",Instalación parcialmente accesible para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=37a5716cd5a7d210VgnVCM1000000b205a0aRCRD,AVENIDA POBLADOS 74,V,28044.0,6.0,Buenavista,https://wikidata.org/entity/Q953929,11.0,Carabanchel,https://wikidata.org/entity/Q1001991,435913.0,4469938.0,40.3774668991742,-3.75476893452779,,,ParquesJardines
5918932,"Escuela Infantil Los Angelotes Siglo XXI, SLU",,,,Bus: 53  Metro: Avenida de la Paz,Enseñanza: Educación infantil (Primer Ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0337f516c5e7d210VgnVCM1000000b205a0aRCRD,CALLE RAFAEL BERGAMIN 20,V,28043.0,6.0,San Juan Bautista,https://wikidata.org/entity/Q165609,15.0,Ciudad Lineal,https://wikidata.org/entity/Q1763694,443901.0,4477911.0,40.4499569099458,-3.66157930452309,914 133 049,mdlasa@losangelotes.es,CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
5922509,Agencia de Zona de Puente de Vallecas,Agencia de Colocación Autorizada 1300000002,De lunes a viernes de 8:30 a 14 horas.,"Para las personas desempleadas:   Orientación laboral Bolsa de Empleo   Para más información sobre los seminarios profesionales o la atención individual consulta la información relacionada.  Puede solicitar cita previa a través de los siguientes canales de Línea Madrid:  En línea: accediendo al Sistema municipal de cita previa, seleccionando trámite: Empleo por cuenta ajena. Información y orientación laboral. Bolsa de empleo.  Telefónica: a través del 010 o del 914 800 010 (Teléfono gratuito)  Presencial: en las Oficinas de Atención a la Ciudadanía.  Para la primera cita es necesario presentar la siguiente documentación:   DNI/NIE (Permiso de trabajo) Acreditación de experiencia laboral (vida laboral) Acreditación de formación reglada y complementaria. Carnéts profesionales (si se poseen) Certificados (discapacidad, etcétera) Currículum Vitae actualizado. Tarjeta de la Demanda de Empleo.   Servicio para empresas:   Asesoramiento en gestión de Recursos Humanos. Intermediación laboral.  Para empresas no es necesario pedir cita previa.","Metro: Portazgo (L1) Bus: 10, 54, 57, 58, 136",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9367548c4939d210VgnVCM1000000b205a0aRCRD,PLAZA SIERRA MINISTRA 3,V,28053.0,3.0,Palomeras Bajas,https://wikidata.org/entity/Q10343902,13.0,Puente de Vallecas,https://wikidata.org/entity/Q2003054,443756.0,4471656.0,40.3936077397941,-3.66271717204776,91 477 96 64,azvallecasae@madrid.es,
5924766,Residencia para mayores y centro de día Amavir Villaverde,,,Residencia de personas mayores dependientes y centro de día.,"Bus: 123, 85.",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fff848f924e9d210VgnVCM1000000b205a0aRCRD,CALLE BERROCAL 42,V,28021.0,3.0,Butarque,https://wikidata.org/entity/Q390453,17.0,Villaverde,https://wikidata.org/entity/Q919536,442517.0,4466215.0,40.3445074061382,-3.6768319151642,915 055 200,,CentrosAtencionSocialMayores/ResidenciasApartamentosMayores
5931650,Colegio CEU San Pablo. Sanchinarro,,,,Bus: 172,Enseñanzas:   Segundo Ciclo de Educación Infantil Educación Primaria Educación Secundaria Obligatoria Bachillerato (Ciencias - Humanidades y Ciencias Sociales)   Colegio Biling&amp;uuml;e,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb2b063772dbd210VgnVCM2000000c205a0aRCRD,AVENIDA ALCALDE CONDE DE MAYALDE 45,V,28050.0,6.0,Valdefuentes,https://wikidata.org/entity/Q10388714,16.0,Hortaleza,https://wikidata.org/entity/Q1928529,444859.0,4482801.0,40.494072566197,-3.6506957327115,913 923 440 - 913 923 441,cc.ceusanchinarro.madrid@educa.madrid.org,CentrosEducacion/ColegiosPrivadosConcertados
5931893,Residencia para mayores Abedul,,,Residencia de personas mayores dependientes.,"Metro: Colombia (líneas 8 y 9), Avenida Pío XII (linea 9).  Bus: 51, 150, 16, 29, 11, 40.  Bicimad: Estación 254 (avenida Pío XII, 3).  Aparcamiento: República Dominicana (61), plaza república Dominicana.",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e30b102ed5dbd210VgnVCM2000000c205a0aRCRD,AVENIDA ALFONSO XIII 188,V,28016.0,5.0,Nueva España,https://wikidata.org/entity/Q10338128,5.0,Chamartín,https://wikidata.org/entity/Q1766348,442478.0,4479085.0,40.4604356556653,-3.67845401717689,913 456 631,,CentrosAtencionSocialMayores/ResidenciasApartamentosMayores
5931910,Residencia para mayores Atenea Mirasierra,,,Residencia de personas mayores dependientes.,"Metro: Herrera Oria (línea 9).  Bus: 124, 133, 67.",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa0f102ed5dbd210VgnVCM2000000c205a0aRCRD,AVENIDA CARDENAL HERRERA ORIA 162,V,28034.0,7.0,Mirasierra,https://wikidata.org/entity/Q31134,8.0,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,440171.0,4482084.0,40.4873040983795,-3.70593451931211,917 310 570,,CentrosAtencionSocialMayores/ResidenciasApartamentosMayores
5931922,Residencia para mayores Ballesol Madrid,,,Residencia de personas mayores dependientes.,"Metro: Alonso Martínez (líneas 4, 5 y 10), Bilbao (líneas 1 y 4).  Bus: 37, 40, 21, C03, 147.  Bicimad: Estaciones 124 (calle Manuel Silvela, 20), 122 (calle Santa Engracia, 14), 54 (calle Barceló, 7).  Aparcamientos: Barceló (69), calle Barceló s/n; Arquitecto Ribera (Barceló) (17), calle Barceló, 2.",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7c0102ed5dbd210VgnVCM2000000c205a0aRCRD,CALLE FRANCISCO DE ROJAS 4,V,28010.0,3.0,Trafalgar,https://wikidata.org/entity/Q10384027,7.0,Chamberí,https://wikidata.org/entity/Q1763370,440673.0,4475602.0,40.4289323620596,-3.69941663576571,914 464 205,,CentrosAtencionSocialMayores/ResidenciasApartamentosMayores
5931986,Residencia para mayores Ballesol - Olavide,,,Residencia de personas mayores dependientes.,"Metro: Bilbao (líneas 1 y 4), Iglesia (línea 1), Quevedo (línea 2).  Bus: 147, 40, 3, 37.  Bicimad: Estación 124 (calle Manuel Silvela, 20).  Aparcamiento: Olavide (52), plaza de Olavide.",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=65d97e75a8dbd210VgnVCM2000000c205a0aRCRD,CALLE JUAN DE AUSTRIA 9,V,28010.0,3.0,Trafalgar,https://wikidata.org/entity/Q10384027,7.0,Chamberí,https://wikidata.org/entity/Q1763370,440672.0,4475994.0,40.4324756239338,-3.69946254793232,,,CentrosAtencionSocialMayores/ResidenciasApartamentosMayores
5934038,Residencia para mayores Caser Residencial Arturo Soria,,,Residencia de personas mayores dependientes.,"Metro: Arturo Soria (línea 4).  Bus: 11, 122, 70.",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=85e49045d97cd210VgnVCM2000000c205a0aRCRD,CALLE PUERTO DE SANTA MARIA 15,V,28043.0,2.0,La Piovera,https://wikidata.org/entity/Q5964851,16.0,Hortaleza,https://wikidata.org/entity/Q1928529,444756.0,4478374.0,40.4541851152953,-3.65153731821813,917 160 036,,CentrosAtencionSocialMayores/ResidenciasApartamentosMayores
5934054,Residencia para mayores Castellar,,,Residencia de personas mayores dependientes.,"Metro: Villa de Vallecas (línea 1).  Bus: 103, 142, 54, 58, 143.  Cercanías Renfe: Vallecas (líneas C2, C7 y Regional).",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b60d217ca7cd210VgnVCM2000000c205a0aRCRD,CALLE SIERRA VIEJA 73,V,28031.0,1.0,CASCO H.VALLECAS,,18.0,Villa de Vallecas,https://wikidata.org/entity/Q1947988,447143.0,4470033.0,40.3791994658892,-3.62269448538492,913 806 427,,CentrosAtencionSocialMayores/ResidenciasApartamentosMayores
5934071,Residencia para mayores Centro Geriátrico Dos de Mayo,,,Residencia de personas mayores dependientes.,"Metro: Noviciado (línea 2), Tribunal (líneas 1 y 10), Bilbao (líneas 1 y 4), San Bernardo (líneas 2 y 4).  Bus: 147, 3.  Bicimad: Estaciónes 12 (calle San Bernardo, 85), 11 (calle San Andrés, 18), 59 (plaza de Juan Pujol), 15 (calle San Vicente Ferrer, 64).",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=86d6d217ca7cd210VgnVCM2000000c205a0aRCRD,CALLE DAOIZ 8,V,28004.0,5.0,Universidad,https://wikidata.org/entity/Q10387767,1.0,Centro,https://wikidata.org/entity/Q1763376,440164.0,4475405.0,40.4271212405315,-3.70539835641125,913 604 831,,CentrosAtencionSocialMayores/ResidenciasApartamentosMayores
5934083,Residencia para mayores Orpea Madrid Loreto,,,Residencia de personas mayores dependientes.,"Metro: Guzman El Bueno (línea 6 y 7).  Bus: C2, F, 45, 2, C1.  Bicimad: Estación 256 (calle Beatriz de Bobadilla, 2).",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=331ca2bedb7cd210VgnVCM2000000c205a0aRCRD,AVENIDA REINA VICTORIA 62,V,28003.0,3.0,Ciudad Universitaria,https://wikidata.org/entity/Q3319235,9.0,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,439520.0,4477547.0,40.4463797192916,-3.71319379212236,915 357 716,,CentrosAtencionSocialMayores/ResidenciasApartamentosMayores
5934085,Residencia para mayores Ballesol Centro residencial Pasillo Verde,,,Residencia de personas mayores mixta.,"Bus:   8, 102, 152, 156.",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4ebfa2bedb7cd210VgnVCM2000000c205a0aRCRD,CALLE AMALTEA 25,V,28045.0,5.0,Las Delicias,https://wikidata.org/entity/Q3773736,2.0,Arganzuela,https://wikidata.org/entity/Q2000929,441996.0,4471789.0,40.3946851964309,-3.6834730905798,915 062 270,,CentrosAtencionSocialMayores/ResidenciasApartamentosMayores
5934091,Centro de día para mayores Ecoplar Mirasierra,,,,"Metro: Mirasierra (Línea 9).  Bus: 49, 170.",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f353a2bedb7cd210VgnVCM2000000c205a0aRCRD,AVENIDA VENTISQUERO DE LA CONDESA 46,V,28035.0,7.0,Mirasierra,https://wikidata.org/entity/Q31134,8.0,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,439162.0,4482910.0,40.4946654331718,-3.71792941832863,913 876 050,,CentrosAtencionSocialMayores/CentrosDiaMayores
5934100,Residencia para mayores El Santo Cristo del Nogal,,,Residencia de personas mayores dependientes.,"Metro: Esperanza (línea 4).  Bus: 120, 122.",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1d78b014bd7cd210VgnVCM2000000c205a0aRCRD,CALLE ULISES 59,V,28043.0,3.0,Canillas,https://wikidata.org/entity/Q9694341,16.0,Hortaleza,https://wikidata.org/entity/Q1928529,444864.0,4478856.0,40.45853438842,-3.65030555122296,913 883 701,,CentrosAtencionSocialMayores/ResidenciasApartamentosMayores
5934104,Residencia para mayores la Florida,,,Residencia de personas mayores dependientes.,Bus: 162.,,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=54fbb014bd7cd210VgnVCM2000000c205a0aRCRD,CALLE ZARAUZ 6,V,28023.0,6.0,El Plantío,https://wikidata.org/entity/Q3773742,9.0,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,431020.0,4480317.0,40.4706732521339,-3.81371233436571,913 729 498,,CentrosAtencionSocialMayores/ResidenciasApartamentosMayores
5934110,Residencia para mayores y centro de día Los Robles GerHoteles,,,Residencia de personas mayores mixta y centro de día.,Bus: 87.,,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3dfdb014bd7cd210VgnVCM2000000c205a0aRCRD,CALLE DUQUESA DE CASTREJON 19,V,28033.0,4.0,Pinar del Rey,https://wikidata.org/entity/Q10349788,16.0,Hortaleza,https://wikidata.org/entity/Q1928529,444027.0,4479453.0,40.4638564960944,-3.66022946388106,917 445 280,,CentrosAtencionSocialMayores/ResidenciasApartamentosMayores
