PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,DIRECCION,TIPO-NUM,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO
8158582,Centro de día para mayores Summum Vita,,,,"Metro: Almendrales (línea 3).  Bus: 123, 23, 6, 78, 18, 22, 59, 76, 79, 85, 86, 247, 47.  Bicimad: Estación 213 (calle Antonio López, 129).",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d7380b0c49de410VgnVCM2000000c205a0aRCRD,CALLE NICOLAS GODOY 23,V,28026,4,ALMENDRALES,12,USERA,440645,4470847,4.038.610.391.337.640,-36.993.150.869.257.800,918 724 804,,"CentrosAtencionSocialMayores/CentrosDiaMayores"
8158592,Escuela Infantil Diábolo,,,,"Bus: 6, 8 , 19 , 45 , 47 , 59 , 85 , 86 , 148, 247 Metro: Delicias",Enseñanza: Primer Ciclo de Educación infantil,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a51a3604759de410VgnVCM1000000b205a0aRCRD,CALLE CACERES 10,V,28045,5,DELICIAS,2,ARGANZUELA,441074,4472447,40.398.666.517.536.600,-3.695.674.239.964.100,911 301 510,diaboloei@hotmail.es,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
8161378,Escuela Infantil Nemomarlín Valdebebas,,Jornada continuada,,Bus: S.E. 799,Enseñanza: Primer ciclo de Educación infantil,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2553c01ebb3ee410VgnVCM1000000b205a0aRCRD,AVENIDA JUAN ANTONIO SAMARANCH 37,V,28055,6,VALDEFUENTES,16,HORTALEZA,447681,4481633,4.048.374.232.114.830,-36.173.000.472.210.800,917 957 311 -  626 404 523,valdebebas@escuelanemomarlin.com,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
8161414,Escuela Infantil Nemomarlín Pintor Rosales,,Jornada continuada,,"Bus: 1, 2, 21, 44, 74, 133  Metro: Ventura Rodríguez, Arg&amp;uuml;elles",Enseñanza: Primer ciclo de Educación infantil,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=112ac1bdcc3ee410VgnVCM1000000b205a0aRCRD,PASEO PINTOR ROSALES 32,V,28008,2,ARGUELLES,9,MONCLOA-ARAVACA,438937,4475436,4.042.732.035.257.510,-37.198.652.917.862.600,666 593 130,pintorrosales@escuelanemomarlin.com,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
8161458,Escuela Infantil Nemomarlín Guindalera,,Jornada continuada,,"Bus: 1, 43, 48, 53, 74  Metro: Diego de León, Cartagena",Enseñanza: Primer ciclo de Educación infantil,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea18da947d3ee410VgnVCM1000000b205a0aRCRD,CALLE MARIA TERESA 14,V,28028,4,GUINDALERA,4,SALAMANCA,443277,4476359,4.043.594.245.302.810,-36.687.872.901.321.500,662 215 720,guindalera@escuelanemomarlin.com,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
8161475,Escuela Infantil Nemomarlín Sanchinarro,,Jornada continuada Horario ampliado,Comedor,"Bus: 172, 173, 174  Metro ligero: Álvarez de Villaamil, Blasco Ibáñez",Enseñanza: Primer ciclo de Educación infantil,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a55da947d3ee410VgnVCM1000000b205a0aRCRD,AVENIDA ALCALDE CONDE DE MAYALDE 7,V,28050,6,VALDEFUENTES,16,HORTALEZA,444570,4482455,4.049.094.540.144.190,-36.540.757.111.531.800,911 733 599,sanchinarro@escuelanemomarlin.com,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
8161546,Escuela Infantil Nemomarlín Ciudad Jardín,,Jornada continuada,,"Bus: 9, 40, 43, 72, 73  Metro: Alfonso XIII, Prosperidad",Enseñanza: Primer ciclo de Educación infantil,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eda3025ffd3ee410VgnVCM1000000b205a0aRCRD,CALLE NIEREMBERG 8,V,28002,3,CIUDAD JARDIN,5,CHAMARTIN,443057,4477636,4.044.743.126.498.060,-3.671.495.472.342.750,914 138 957 - 616 008 688,ciudadjardin@escuelanemomarlin.com,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
8161607,Escuela Infantil Alzando el Vuelo,,Jornada continuada,Comedor,"Bus: 134, 178  Metro: Montecarmelo",Enseñanza: Primer ciclo de Educación infantil,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d702589fbe3ee410VgnVCM1000000b205a0aRCRD,CALLE MONASTERIO DE EL PAULAR 79,V,28049,8,EL GOLOSO,8,FUENCARRAL-EL PARDO,440628,4483904,4.050.372.590.019.520,-37.007.240.367.136.500,912 32 88 82,www.escuelainfantilalzandoelvuelo.com,"CentrosEducacion/EscuelasInfantilesPublicas"
8161652,Escuela Infantil Madiba,,Jornada continuada,,Bus: S.E. 799,Enseñanza: Primer ciclo de Educación infantil,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=376bdb909f3ee410VgnVCM1000000b205a0aRCRD,PLAZA PZA FRANCISCO DE ASIS CABRERO S/N 5,V,28055,6,VALDEFUENTES,16,HORTALEZA,448153,4482599,4.049.247.416.660.140,-36.118.103.492.686.900,912 774 633  - 628 695 527,www.escuelainfantilmadiba.es,"CentrosEducacion/EscuelasInfantilesPublicas"
8161671,Escuela Infantil Creativa La Gavia,,,,"Bus: 142, 145  Metro: La Gavia",Enseñanza: Primer ciclo de Educación infantil,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f5fdb909f3ee410VgnVCM1000000b205a0aRCRD,CALLE ENTREPE&amp;Ntilde;AS 27,V,28051,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,448584,4469123,4.037.110.076.643.430,-3.605.634.570.890.110,692 951 225,administracion@escuelacreativa.com,"CentrosEducacion/EscuelasInfantilesPublicas"
8161687,Escuela Infantil Nanos Doctor Vallejo,,,,"Bus: 38, 109, 113  Metro: Pueblo Nuevo",Enseñanza: Primer ciclo de Educación infantil,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9024db909f3ee410VgnVCM1000000b205a0aRCRD,CALLE DOCTOR VALLEJO 3,V,28027,3,QUINTANA,15,CIUDAD LINEAL,445452,4476350,4.043.600.687.847.670,-36.431.439.442.132.800,913 681 065,habiaunavez@habiaunavez.org,"CentrosEducacion/EscuelasInfantilesPublicas"
8161696,Escuela Infantil Teddy,,Jornada continuada,,"Bus: 24, 37, 54, 57, 102, 141, 152  Metro: Menéndez Pelayo, Pacífico",Enseñanza: Primer ciclo de Educación infantil,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e23b13bcf04ee410VgnVCM1000000b205a0aRCRD,CALLE LEON GIL DE PALACIO 5,V,28007,1,PACIFICO,3,RETIRO,442375,4472648,4.040.244.984.701.490,-3.679.085.302.404.850,915 020 978,teddy.centro_infantil@hotmail.com,"CentrosEducacion/EscuelasInfantilesPublicas"
8161705,Colegio Británico Montessori School La Florida,,,,"BUS: 162, 651, 652, 653, 654",Enseñanzas (Sistema Educativo Británico):  Primer ciclo Educación Infantil Extranjero Segundo ciclo Educación Infantil Extranjero Educación Primaria Extranjero,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1cfd13bcf04ee410VgnVCM1000000b205a0aRCRD,CALLE MOTRICO 3,V,28023,6,EL PLANTIO,9,MONCLOA-ARAVACA,430964,4480382,4.046.936.867.717.700,-3.815.650.369.837.760,918 579 304,laflorida@montessorischool.es,"CentrosEducacion/ColegiosPrivadosConcertados"
8162020,Colegio Arzobispal-Seminario Menor de Madrid,Centro privado de educación secundaria,,Comedor,"Bus: 3 , 60 , 148, Circular Metro: La Latina, Puerta de Toledo",Enseñanzas:   Educación Secundaria Obligatoria Bachillerato:  Ciencias Naturales y de la Salud Humanidades y Ciencias Sociales,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa4382f5f72fe410VgnVCM2000000c205a0aRCRD,PLAZA SAN FRANCISCO 5,V,28005,1,PALACIO,1,CENTRO,439401,4473628,4.041.106.700.931.530,-3.714.223.383.127.090,913 641 734,info@colegioarzobispal.es,"CentrosEducacion/ColegiosPrivadosConcertados"
8162600,Centro educativo-terapéutico Pradera de San Isidro,Centro educativo-terapéutico,,,"Metro: Urgel  Bus: 34 , 35 , 118 , 119",Enseñanzas: Educación Primaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=091b5528043fe410VgnVCM2000000c205a0aRCRD,CALLE GORRION 2,V,28019,3,SAN ISIDRO,11,CARABANCHEL,438252,4471982,403.961.546.670.984,-3.727.604.859.275.020,914 719 359,cet.praderadesanisidro.madrid@educa.madrid.org,
8162638,Centro educativo-terapéutico Norte,Centro educativo-terapéutico,,,"Bus: 72 , 87, 120 , 125, 172",Enseñanzas:  Educación Primaria Educación Secundaria Obligatoria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a5a25528043fe410VgnVCM2000000c205a0aRCRD,CALLE VIRGEN DE ARANZAZU 5,V,28034,6,VALVERDE,8,FUENCARRAL-EL PARDO,441437,4481900,4.048.573.061.724.810,-3.690.991.442.742.390,913 819 416 - 699 505 528,cet.norte.madrid@educa.madrid.org,
8162681,Centro educativo-terapéutico Vallecas,Centro educativo-terapéutico,,,"Bus: 103, 142",Enseñanza: Educacion Secundaria Obligatoria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2ef935f0853fe410VgnVCM2000000c205a0aRCRD,CALLE QUIJORNA s/n,V,28051,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,447110,4468787,4.036.798.162.129.640,-36.229.681.432.656.500,917 791 220,cet.vallecas.madrid@educa.madrid.org,
8165057,Escuela Infantil Todo Niños Nursery Serrano,Centro privado de educación infantil,,,"Bus: 7, 16, 19, 51 Metro: República Dominicana",Enseñanzas: Segundo ciclo de Educación Infantil,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=058ef2e4e7dfe410VgnVCM1000000b205a0aRCRD,CALLE SERRANO 163,V,28002,1,EL VISO,5,CHAMARTIN,442010,4477709,40.448.007.498.389.200,-36.838.478.779.595.900,914 116 979 / 914 110 571,info@todoninos.es,
8172854,Servicio de asesoramiento a entidades y colectivos ciudadanos,,"De lunes a jueves de 10 a 13 y de 16 a 18 horas, y viernes de 9 a 14 horas.",,"Tren cercanías: Laguna Línea C5  Metro: Laguna y Lucero  Bus: 55, 138, 31, 500",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b2c47fe8ea3f410VgnVCM2000000c205a0aRCRD,CALLE LA LATINA 21,V,28047,3,LUCERO,10,LATINA,436263,4472496,4.040.063.582.868.830,-37.510.867.945.894.600,911300000 / 673789756,sfasociacionismo@madrid.es,"AyuntamientoMadrid/OtrasEntidadesAdministrativasAyto"
8174571,Parroquia San Rafael Arnáiz,,,,"Metro: Blasco Ibáñez (línea ML1).  Bus: 172, 174, BR1.",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4742ebdd8854f410VgnVCM2000000c205a0aRCRD,CALLE OCTAVIO PAZ 2,V,28050,6,VALDEFUENTES,16,HORTALEZA,444275,4482353,4.049.000.893.820.590,-36.575.369.407.036.400,917 048 661,parroquiasanrafaelarnaiz@archimadrid.es,"TemplosIglesiasCatolicas"
8174578,Parroquia San Pedro Poveda,,,,"Metro: Las Tablas (líneas 10 y ML1).  Bus: 172, 175, 172SF.",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4125ebdd8854f410VgnVCM2000000c205a0aRCRD,AVENIDA CAMINO DE SANTIAGO 35,V,28050,6,VALVERDE,8,FUENCARRAL-EL PARDO,442949,4484060,40.505.298.509.834.800,-36.733.430.222.204.600,912 193 930,iglesialastablas@archimadrid.es,"TemplosIglesiasCatolicas"
8174584,Parroquia Santa María de Nazaret,,,,Metro: Las Suertes (línea 1).    Bus: 145.,,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=98e83af83a54f410VgnVCM1000000b205a0aRCRD,CALLE CAÑADA DEL SANTISIMO 27,V,28051,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,449322,4468606,4.036.648.844.495.450,-3.596.900.948.645.160,627 071 241,santamariadenazaret@archimadrid.es,"TemplosIglesiasCatolicas"
8182123,Escuela Infantil Don Melitón IV,,,,"Bus: 142, 145  Metro: Valdecarros",Enseñanza: Primer ciclo de Educación infantil,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7437f6564c37f410VgnVCM2000000c205a0aRCRD,AVENIDA CERRO MILANO 141,V,28051,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,450156,4468322,4.036.397.122.895.310,-35.870.560.596.598.600,911 686 518 / 645 689 429,donmelitonescuela@gmail.com,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
8182988,Nuestra Señora de la Merced - Parroquia personal de habla inglesa,Para personas de habla inglesa.,,,"Metro: Chamartín (líneas 1 y 10).  Bus: 66, SE704, 5, T62, 124, 134, 135, 147, 173, 174, 175, 176, 178, 67.  Cercanías Renfe: Chamartín (líneas C1, C2, C3, C4, C7, C8 y C10).  Bicimad: Estación 252 (calle Rodríguez Jaén, 40).",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6521e72dd138f410VgnVCM1000000b205a0aRCRD,CALLE MAURICIO LEGENDRE 10,V,28046,6,CASTILLA,5,CHAMARTIN,441861,4480268,4.047.106.652.997.840,-36.858.278.568.925.900,917 339 409,olm@ourladyofmercy.info / ourladyofmercy@archimadrid.es,"TemplosIglesiasCatolicas"
8187758,Escuela de Música de Grado Elemental Calasanz,,,,"Metro: Lista (Línea 4), Diego de León (Líneas, 4, 5 y 6)  Bus: 26, 61, 1, 74","Artísticas:  Contrabajo, clarinete, fagot, flauta travesera, oboe, percusión, piano, saxofón, trombón, trompa, trompeta, guitarra, tuba, viola, violín, violoncello.",Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ec74fa43ab29f410VgnVCM1000000b205a0aRCRD,CALLE CONDE DE PE&amp;Ntilde;ALVER 51,V,28006,5,LISTA,4,SALAMANCA,442712,4475821,40.431.063.316.289.700,-36.753.969.405.215.300,,,"CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"
8187776,Escuela Superior de música Nuestra Señora de Loreto,,,,"Metro: Núñez de Balboa (Líneas 5 y 9), Lista (línea 4).  Bus: 29, 52, 1, 74.","Enseñanzas artísticas:   Música: interpretación, piano, guitarra",Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b3d1ada60d29f410VgnVCM1000000b205a0aRCRD,CALLE PRINCIPE DE VERGARA 42,V,28001,2,GOYA,4,SALAMANCA,442343,4475495,4.042.809.511.698.820,-3.679.715.364.244.460,,,"CentrosEnseñanzasArtisticas/ConservatoriosEscuelasMusicaDanza"
8190103,Centro de Atención Temprana para menores ASPAS,,"Información:  De lunes a viernes, de 9 a 14 horas y de 15 a 19 horas. Agosto cerrado.","El servicio de atención temprana está dirigido a niños y niñas de edades comprendidas entre los 0 y 6 años que presentan necesidades especiales, transitorias o permanentes, originadas por deficiencias, alteraciones en el desarrollo o riesgo de padecerlas. Este servicio es de carácter gratuito y consiste en un conjunto de intervenciones destinadas a favorecer el óptimo desarrollo y la máxima autonomía personal de los menores. Su objetivo es minimizar y, en su caso, eliminar los efectos de una alteración o discapacidad, así como la aparición de discapacidades añadidas, facilitando la plena inclusión familiar, escolar y social y la calidad de vida del menor y su familia. Más información en Comunidad de Madrid.","Metro: O'Donnell (línea 6) .  Bus: 28, 71, 15, 203.",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0fa4d50bee5af410VgnVCM2000000c205a0aRCRD,CALLE ELVIRA 17,V,28028,3,FUENTE DEL BERRO,4,SALAMANCA,443570,4474829,4.042.218.041.915.570,-36.651.856.868.090.600,917 250 745 / 628 466 873,direccion@aspasmadrid.org,"CentrosAtencionSocialMenoresFamilias/CentrosAtencionTemprana"
8190571,Centro de Atención Temprana para menores AYTONA TOSA,,Información:  De lunes a viernes de 9 a 19:30 horas. Agosto cerrado.,"El servicio de atención temprana está dirigido a niños y niñas de edades comprendidas entre los 0 y 6 años que presentan necesidades especiales, transitorias o permanentes, originadas por deficiencias, alteraciones en el desarrollo o riesgo de padecerlas. Este servicio es de carácter gratuito y consiste en un conjunto de intervenciones destinadas a favorecer el óptimo desarrollo y la máxima autonomía personal de los menores. Su objetivo es minimizar y, en su caso, eliminar los efectos de una alteración o discapacidad, así como la aparición de discapacidades añadidas, facilitando la plena inclusión familiar, escolar y social y la calidad de vida del menor y su familia. Más información en Comunidad de Madrid.","Bus: 58, 63, 145.  Cercanías Renfe: Santa Eugenia (líneas C2, C7 y Regional).",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d8ab0efaab6af410VgnVCM2000000c205a0aRCRD,CALLE VIRGEN DE LAS VI&amp;Ntilde;AS 16,V,28031,2,SANTA EUGENIA,18,VILLA DE VALLECAS,448484,4470238,4.038.113.916.611.530,-36.068.977.120.941.300,917 773 293 / 607 041 743,terapiainfantil@aytona.com,"CentrosAtencionSocialMenoresFamilias/CentrosAtencionTemprana"
8190887,Centro de atención temprana para menores NAPSIS,,Información:   De lunes a viernes de 12 a 20 horas. Agosto cerrado.,"El servicio de atención temprana está dirigido a niños y niñas de edades comprendidas entre los 0 y 6 años que presentan necesidades especiales, transitorias o permanentes, originadas por deficiencias, alteraciones en el desarrollo o riesgo de padecerlas. Este servicio es de carácter gratuito y consiste en un conjunto de intervenciones destinadas a favorecer el óptimo desarrollo y la máxima autonomía personal de los menores. Su objetivo es minimizar y, en su caso, eliminar los efectos de una alteración o discapacidad, así como la aparición de discapacidades añadidas, facilitando la plena inclusión familiar, escolar y social y la calidad de vida del menor y su familia. Más información en Comunidad de Madrid.","Bus: 176, 172, 1725.    Bicimad: 608- Calle Estella, 21 (Calle Estella, 21)",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4d3363f53d6af410VgnVCM2000000c205a0aRCRD,AVENIDA CAMINO DE SANTIAGO 1,V,28050,6,VALVERDE,8,FUENCARRAL-EL PARDO,442867,4483048,40.496.178.544.904.200,-36.742.173.844.664.600,914 272 699 / 637 668 525,napsisbobath@hotmail.com,"CentrosAtencionSocialMenoresFamilias/CentrosAtencionTemprana"
8191501,Centro de Atención Temprana para menores ANAYET,,Información:  De lunes a viernes de 8 a 20 horas. Agosto cerrado.,"El servicio de atención temprana está dirigido a niños y niñas de edades comprendidas entre los 0 y 6 años que presentan necesidades especiales, transitorias o permanentes, originadas por deficiencias, alteraciones en el desarrollo o riesgo de padecerlas. Este servicio es de carácter gratuito y consiste en un conjunto de intervenciones destinadas a favorecer el óptimo desarrollo y la máxima autonomía personal de los menores. Su objetivo es minimizar y, en su caso, eliminar los efectos de una alteración o discapacidad, así como la aparición de discapacidades añadidas, facilitando la plena inclusión familiar, escolar y social y la calidad de vida del menor y su familia. Más información en Comunidad de Madrid.","Metro: Antón Martín (línea 1).  Bus: 26, 32, 6.  Bicimad: Estaciones 42 (calle Atocha, 95). 41 (calle Atocha, 54), 27 (calle Jesús, 1).",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1dbb55b1637af410VgnVCM2000000c205a0aRCRD,COSTANILLA DESAMPARADOS 21,V,28014,3,CORTES,1,CENTRO,440887,4473659,4.041.145.481.292.210,-36.967.067.279.502.000,913 697 979 / 657 898 463,info@centroanayet.com,"CentrosAtencionSocialMenoresFamilias/CentrosAtencionTemprana"
8192515,Parque Deportivo Puerta de Hierro,,"Apertura de la instalación: De lunes a domingo de 8 a 22 horas.  Oficina:  De lunes a viernes de 9 a 14 horas y de 16 a 20 horas. Sábados, domingos y festivos de 9 a 14 horas.    Cerrado los días 1 y 6 de enero, Jueves y Viernes Santo, el día 1 de mayo y 24, 25 y 31 de diciembre.",,"Bus: 83, 133.",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ad126c270caf410VgnVCM2000000c205a0aRCRD,COMPLEJO PARQUE DEPORTIVO PUERTA DE HIERRO,T,,,,,DISTRITO,436623,4479191,40.460.972.702.915.700,-3.747.507.484.155.460,913 768 680,pd.puertadehierro@madrid.org,"CentrosEspaciosDeporte/CamposEstadiosFutbol"
8226010,Escuela infantil municipal Escuelas de San Antón,,,Horario ampliado Comedor.,"Bus: 3, 37, 40, 149  Metro: Chueca, Tribunal",ENSEÑANZA: Educación Infantil (Primer Ciclo),Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ae3e5438c4e10510VgnVCM1000000b205a0aRCRD,CALLE FARMACIA 13,V,28004,4,JUSTICIA,1,CENTRO,440722,4475029,4.042.378.301.276.450,-36.987.856.754.744.600,915 325 557,eiesananton@madrid.es,"CentrosEducacion/EscuelasInfantilesPublicas"
8278615,"Centro ASPA 5. Ámbito de actuación: Vicálvaro, Villa de Vallecas y Moratalaz.",,Este programa realizará actividades en el siguiente horario: de lunes a viernes de 10 a 14 y de 15 a 18 horas y los sábados para la realización de actividades planificadas.,"Las actuaciones del programa ASPA se organizan en torno a las siguientes líneas de actuación:   Actuaciones de apoyo socioeducativo, dirigidas a adolescentes y jóvenes, que se encuentren expuestos a riesgos sociales por desatención familiar, entornos sociales y urbanos degradados, pobreza, desigualdad o discriminación.  Actuaciones de apoyo a la autonomía personal y al tránsito a la vida adulta, dirigidas a los adolescentes que se preparan para abandonar el sistema de protección, ofreciéndoles apoyos que aborden la especial vulnerabilidad en la que se encuentran los jóvenes que han estado bajo la guarda o la tutela de la administración.  Actuaciones de apoyo a adolescentes que son progenitores, dirigidas, por un lado, a su capacitación como madres y padres, a ayudarles en el cumplimiento de sus responsabilidades hacia los niños que se encuentren bajo su cuidado y, por otro, a ofrecerles apoyos que les permitan disfrutar de sus propios derechos.  Actuaciones de prevención de la violencia, dirigidas a adolescentes y jóvenes que hayan sido protagonistas de algún tipo de violencia en cualquiera de sus modalidades, ya sea como autor o como víctima. Se llevarán a cabo mediante la intervención específica en grupos de tratamiento cuando así se determine en su Programa Individualizado de Intervención o en derivaciones que pudieran recibirse desde el Sistema Penitenciario en el supuesto de acuerdos de colaboración para tratamientos alternativos de pena en jóvenes mayores de 18 años.  Actuaciones de apoyo prelaboral, dirigidas a adolescentes y jóvenes que por factores personales, familiares y sociales, hayan abandonado procesos previos de inserción escolar y necesiten un acompañamiento de cara a su incorporación al mercado laboral como elemento clave para una transición a una vida adulta autónoma.  Las actuaciones del programa van encaminadas a la consecución de los objetivos planteados en cada caso. Las intervenciones se realizarán en el ámbito de convivencia del adolescente o del joven: domicilio familiar, calle, centro de servicios sociales, centro escolar, etc., así como en los locales del programa ASPA. Estas actuaciones pueden contemplar alguno de los siguientes niveles de intervención:  Intervención individual. Intervención familiar. Intervenciones grupales. Intervención en centros educativos. Trabajo de calle.","Metro:  Vicálvaro (Línea 9)  Bus: 100, 106, 4",Acceso: se puede acceder de manera directa al Centro ASPA asignado al distrito en el que se está empadronado. También se puede acceder a través del Centro de Servicios Sociales  correspondiente mediante  cita previa .,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0c4ee03f52d0510VgnVCM1000000b205a0aRCRD,CALLE VILLAJIMENA 30,V,28032,1,CASCO H.VICALVARO,19,VICALVARO,448483,4473154,40.407.411.477.525.400,-36.071.458.934.505.300,910 375 490,adolescentesjovenes5@madrid.es,"CentrosAtencionSocialMenoresFamilias/CentrosAdolescentesJovenes"
8350056,Colegio Stella Maris &amp; Prep School,,,,"BUS: 161 , 162",Enseñanza: Educación Primaria - Educación  Secundaria,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a65feb959f11510VgnVCM2000000c205a0aRCRD,CALLE VALDESQUI 16,V,28023,5,VALDEMARIN,9,MONCLOA-ARAVACA,434653,4479578,4.046.430.721.453.530,-37.707.908.628.812.100,910 882 353 -689 750 153,secretaria@stellamariscollege.es,"CentrosEducacion/ColegiosPrivadosConcertados"
